OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_AREANAME,FMR_CODE,FMR_4PLUSBDR,Shape__Area,Shape__Length
1866,526,529,700,1012,1049,"Divide County, ND",NCNTY38023N38023,1049,7723096280.69531,382836.505972192
1867,940,946,1252,1593,2199,"Dunn County, ND",NCNTY38025N38025,2199,11744207877.8164,493056.232170832
1868,698,830,1079,1560,1895,"Ward County, ND",NCNTY38101N38101,1895,11987524071.6367,602495.684578064
1869,669,673,795,1089,1321,"Seneca County, NY",NCNTY36099N36099,1321,1878250904.89453,220776.250856515
1870,658,802,1024,1457,1799,"Douglas County, NV",NCNTY32005N32005,1799,3160095467.32031,303969.847328814
1871,590,694,918,1327,1346,"Elko County, NV",NCNTY32007N32007,1346,78658379527.6289,1200721.7437122
1872,450,560,700,993,1100,"Esmeralda County, NV",NCNTY32009N32009,1100,14908542260.0977,545381.180233878
1873,518,592,688,892,972,"Dillon County, SC",NCNTY45033N45033,972,1550237626.44531,200851.634426142
1874,518,524,688,862,930,"Lee County, SC",NCNTY45061N45061,930,1559523848.17969,221606.296491819
1875,564,565,748,1017,1163,"Newberry County, SC",NCNTY45071N45071,1163,2462037863.73438,269500.413912866
1876,510,513,679,982,1193,"Ashe County, NC",NCNTY37009N37009,1193,1721134575.24609,201458.193337409
1877,566,570,679,918,921,"Beaufort County, NC",NCNTY37013N37013,921,3268284673.93359,847830.297460921
1878,578,593,679,855,1030,"Bertie County, NC",NCNTY37015N37015,1030,2814655655.86719,316304.116118586
1879,510,513,679,914,918,"Bladen County, NC",NCNTY37017N37017,918,3400565589.38281,317103.690221712
1880,484,588,754,945,1019,"Hill County, TX",NCNTY48217N48217,1019,3559644731.87109,306340.350698334
1881,559,589,744,932,1146,"Hockley County, TX",NCNTY48219N48219,1146,3401597740.96875,233312.392810689
1882,560,586,745,1025,1176,"Hopkins County, TX",NCNTY48223N48223,1176,2937050366.58984,279145.552726733
1883,457,538,712,892,962,"Houston County, TX",NCNTY48225N48225,962,4401999459.45313,372679.912654087
1884,662,716,881,1104,1240,"Howard County, TX",NCNTY48227N48227,1240,3287739818.22266,229329.75240876
1885,587,590,781,996,1289,"Hutchinson County, TX",NCNTY48233N48233,1289,3534910686.44922,237895.66476595
1886,606,641,806,1010,1242,"Kinney County, TX",NCNTY48271N48271,1242,4669177932.92188,287424.776789316
1887,587,612,781,1129,1372,"Kleberg County, TX",NCNTY48273N48273,1372,2910671091.7168,770341.172397782
1888,570,600,743,982,1305,"Lamar County, TX",NCNTY48277N48277,1305,3498041469.51172,327193.611189487
1889,774,788,939,1260,1355,"Rutland County, VT",NCNTY50021N50021,1355,4664490833.1875,372003.265959923
1890,470,611,700,943,946,"Lee County, VA",NCNTY51105N51105,946,1765959837.80859,258820.692378656
1891,657,854,978,1338,1718,"Louisa County, VA",NCNTY51109N51109,1718,2132995837.53125,225089.985439963
1892,506,569,711,1028,1249,"Lawrence County, SD",NCNTY46081N46081,1249,4055174912.66406,308129.900487024
1893,467,529,700,923,1006,"Lyman County, SD",NCNTY46085N46085,1006,8516103870.18359,586650.582442989
1894,516,642,793,1081,1166,"Grant County, WA",NCNTY53025N53025,1166,15656681619.9844,666632.727493424
1895,568,668,884,1254,1389,"Eureka County, NV",NCNTY32011N32011,1389,18463241759.2031,705303.652718529
1896,519,604,692,919,1058,"Fulton County, PA",NCNTY42057N42057,1058,1931438391.42969,199938.437446995
1897,584,588,700,877,946,"Greene County, PA",NCNTY42059N42059,946,2543255007.82422,246219.736655398
1898,535,582,770,1113,1262,"Sierra County, NM",NCNTY35051N35051,1262,15687872156.8359,590437.555770058
1899,637,640,847,1061,1239,"Jack County, TX",NCNTY48237N48237,1239,3415286310.57422,235340.354522419
1900,622,637,828,1157,1161,"Jackson County, TX",NCNTY48239N48239,1161,2889853387.33984,301630.696016304
1901,591,594,786,985,1062,"Jasper County, TX",NCNTY48241N48241,1062,3411187730.90625,448803.922301928
1902,800,847,1065,1414,1496,"Jeff Davis County, TX",NCNTY48243N48243,1496,7961633190.30078,395054.31716282
1903,526,586,700,1012,1079,"Jim Hogg County, TX",NCNTY48247N48247,1079,3724267906.50195,269128.671270955
1904,530,577,703,947,950,"Greenwood County, SC",NCNTY45047N45047,950,1755186928.67969,214984.379116975
1905,523,525,694,984,1219,"Oconee County, SC",NCNTY45073N45073,1219,2590324325.65234,324500.138912468
1906,544,548,688,878,1072,"Orangeburg County, SC",NCNTY45075N45075,1072,4206249045.43945,442814.290347315
1907,518,524,688,957,1034,"Williamsburg County, SC",NCNTY45089N45089,1034,3509021651.11523,301093.939763563
1908,872,877,1082,1415,1520,"Camden County, NC",NCNTY37029N37029,1520,963188924.675781,288460.208910332
1909,664,668,869,1156,1526,"Carteret County, NC",NCNTY37031N37031,1526,1982210405.44727,1937865.77905544
1910,547,551,679,923,1094,"Caswell County, NC",NCNTY37033N37033,1094,1715058490.00781,165582.237795693
1911,564,568,679,915,1080,"Cherokee County, NC",NCNTY37039N37039,1080,1811596527.37891,228280.332825964
1912,485,550,727,911,983,"Dewey County, SD",NCNTY46041N46041,983,12736165282.9336,530308.092317483
1913,698,703,930,1345,1589,"Eddy County, NM",NCNTY35015N35015,1589,15318145220.9727,505509.38554244
1914,605,630,761,998,1196,"Grant County, NM",NCNTY35017N35017,1196,14565130982.9531,689407.146203566
1915,557,611,700,1012,1147,"Guadalupe County, NM",NCNTY35019N35019,1147,11689702104.0898,500139.424378727
1916,546,549,700,1012,1147,"Harding County, NM",NCNTY35021N35021,1147,8400243235.73828,491273.930201483
1917,557,611,700,1012,1141,"Hidalgo County, NM",NCNTY35023N35023,1141,12423472580.9648,566657.284900452
1918,742,746,942,1247,1438,"Lea County, NM",NCNTY35025N35025,1438,16151131797.9336,584059.978512292
1919,590,594,786,1028,1127,"Hamilton County, NY",NCNTY36041N36041,1127,8949312312.08984,452846.721035113
1920,568,632,723,1011,1147,"Lewis County, NY",NCNTY36049N36049,1147,6412261253.44922,354185.904524808
1921,648,652,788,987,1100,"Montgomery County, NY",NCNTY36057N36057,1100,1981514157.27734,203279.404248426
1922,652,657,832,1042,1329,"Otsego County, NY",NCNTY36077N36077,1329,4863493712.35938,379140.226616288
1923,609,634,801,1004,1203,"St. Lawrence County, NY",NCNTY36089N36089,1203,14280163588.2539,562610.340212685
1924,550,598,700,1011,1182,"Schuyler County, NY",NCNTY36097N36097,1182,1626560012.33203,211936.731169757
1925,571,575,760,1017,1066,"Stutsman County, ND",NCNTY38093N38093,1066,12780325354.4141,459625.355810517
1926,531,535,700,891,1049,"Towner County, ND",NCNTY38095N38095,1049,6183760712.42578,335654.219464424
1927,489,561,700,1012,1230,"Traill County, ND",NCNTY38097N38097,1230,4883270659.66016,360397.143318735
1928,596,611,700,912,1054,"Walsh County, ND",NCNTY38099N38099,1054,7588639985.26953,465170.60422913
1929,519,563,692,931,1033,"Huntingdon County, PA",NCNTY42061N42061,1033,3977839863.61719,359202.473120247
1930,487,552,730,915,1049,"Faulk County, SD",NCNTY46049N46049,1049,5223488075.98438,300128.965532739
1931,743,773,1022,1332,1600,"Sullivan County, NH",NCNTY33019N33019,1600,2705865286.14844,276578.338441193
1932,562,621,786,994,1081,"Cayuga County, NY",NCNTY36011N36011,1081,3546716510.23828,356280.168118047
1933,591,595,749,974,1012,"Delaware County, NY",NCNTY36025N36025,1012,6929655799.73828,382188.32281834
1934,625,683,847,1133,1163,"Essex County, NY",NCNTY36031N36031,1163,9631773069.65234,460422.448859522
1935,533,620,721,952,975,"Franklin County, NY",NCNTY36033N36033,975,8670867931.63281,441847.064502292
1936,523,636,772,967,1095,"Fulton County, NY",NCNTY36035N36035,1095,2591167547.38281,240653.416786828
1937,674,679,898,1246,1388,"Klickitat County, WA",NCNTY53039N53039,1388,10172233470.7891,505716.908062123
1938,583,693,908,1245,1417,"Lewis County, WA",NCNTY53041N53041,1417,13350413927.3906,615811.542292589
1939,644,792,1003,1299,1454,"Mason County, WA",NCNTY53045N53045,1454,5490827476.48438,780353.937104318
1940,504,643,784,1048,1279,"Okanogan County, WA",NCNTY53047N53047,1279,31386809354.4219,949840.584529073
1941,457,481,619,870,919,"Clay County, TN",NCNTY47027N47027,919,1042956405.59375,189286.707985145
1942,457,468,619,887,919,"Cocke County, TN",NCNTY47029N47029,919,1753870005.55859,237309.838085003
1943,502,515,681,919,994,"Coffee County, TN",NCNTY47031N47031,994,1701460123.07031,246543.551535374
1944,457,593,700,907,1230,"Holt County, NE",NCNTY31089N31089,1230,11509323526.168,436927.772588091
1945,486,562,744,952,1045,"Hooker County, NE",NCNTY31091N31091,1045,3377264476.15234,233849.602630216
1946,628,660,817,1037,1208,"San Miguel County, NM",NCNTY35047N35047,1208,18538157931.4531,691450.332520166
1947,571,627,718,987,1145,"Socorro County, NM",NCNTY35053N35053,1145,25123260809.8086,684192.626140007
1948,683,741,873,1094,1286,"Taos County, NM",NCNTY35055N35055,1286,8871272014.01172,467305.224092661
1949,526,529,700,1012,1094,"Union County, NM",NCNTY35059N35059,1094,15378393915.1211,574637.423127298
1950,527,576,700,910,1101,"Allegany County, NY",NCNTY36003N36003,1101,4893745409.95313,285323.165764992
1951,566,569,700,967,1079,"Cattaraugus County, NY",NCNTY36009N36009,1079,6255271267.80078,372274.940599614
1952,567,659,810,1052,1131,"Clinton County, NY",NCNTY36019N36019,1131,5737820235.35547,331032.05461802
1953,688,748,936,1263,1296,"Columbia County, NY",NCNTY36021N36021,1296,3066429520.75,249053.848984248
1954,578,593,679,938,1193,"Anson County, NC",NCNTY37007N37007,1193,2076531909.27344,213970.177244429
1955,612,616,751,941,1195,"Clay County, NC",NCNTY37043N37043,1195,854742409.035156,166406.297935879
1956,548,596,685,896,1152,"Cleveland County, NC",NCNTY37045N37045,1152,1826356761.56641,193161.200593527
1957,522,539,679,897,1017,"Columbus County, NC",NCNTY37047N37047,1017,3624471774.52734,348744.787289454
1958,766,771,953,1378,1612,"Dare County, NC",NCNTY37055N37055,1612,1511860397.10156,1170802.74809616
1959,536,539,679,900,1159,"Duplin County, NC",NCNTY37061N37061,1159,3174017217.50391,254978.778094203
1960,541,544,679,851,1193,"Graham County, NC",NCNTY37075N37075,1193,1177006784.43359,175761.691024814
1961,552,556,735,921,1132,"Snyder County, PA",NCNTY42109N42109,1132,1498536273.1875,187147.693179726
1962,559,563,692,949,1005,"Somerset County, PA",NCNTY42111N42111,1005,4772780481.32813,321790.29778163
1963,596,616,731,983,1105,"Steuben County, NY",NCNTY36101N36101,1105,6645174309.02734,349339.063916095
1964,654,788,964,1245,1364,"Sullivan County, NY",NCNTY36105N36105,1364,4636761760.01953,340224.391013016
1965,488,553,700,943,946,"Wyoming County, NY",NCNTY36121N36121,946,2861078919.77344,239084.607431213
1966,510,513,679,940,1026,"Alleghany County, NC",NCNTY37005N37005,1026,949719652.929688,165333.040511864
1967,571,575,760,969,1209,"Avery County, NC",NCNTY37011N37011,1209,982156261.417969,162806.394833786
1968,656,673,771,1022,1354,"Chowan County, NC",NCNTY37041N37041,1354,689646447.554688,177868.236132723
1969,533,536,682,854,922,"Crawford County, OH",NCNTY39033N39033,922,1824701058.17188,172174.819623473
1970,526,557,700,877,1079,"Knox County, TX",NCNTY48275N48275,1079,3202774215.80469,262442.429971796
1971,526,611,700,896,946,"Lamb County, TX",NCNTY48279N48279,946,3851175843.02344,248586.335737219
1972,567,570,754,1090,1162,"La Salle County, TX",NCNTY48283N48283,1162,5014628588.98828,283506.759577768
1973,472,577,735,1016,1108,"Umatilla County, OR",NCNTY41059N41059,1108,17090471184.9766,686350.749576466
1974,470,553,732,1058,1207,"Union County, OR",NCNTY41061N41061,1207,10674846494.6719,667984.007859194
1975,451,609,702,974,1191,"Wallowa County, OR",NCNTY41063N41063,1191,16661240621.7656,600049.957021315
1976,722,814,1077,1437,1835,"Wasco County, OR",NCNTY41065N41065,1835,12477680134.3281,689630.262427629
1977,450,542,700,921,1126,"Wheeler County, OR",NCNTY41069N41069,1126,8802618802.16406,442056.311514476
1978,559,590,692,867,993,"Bedford County, PA",NCNTY42009N42009,993,4494295104.17578,303256.501914662
1979,614,618,817,1024,1238,"Granville County, NC",NCNTY37077N37077,1238,2143749950.76953,216523.115295081
1980,510,513,679,851,918,"Greene County, NC",NCNTY37079N37079,918,1042860812.74609,151463.641659256
1981,591,594,717,956,1137,"Halifax County, NC",NCNTY37083N37083,1137,2918269203.49609,335334.202616441
1982,519,522,679,944,1036,"Sampson County, NC",NCNTY37163N37163,1036,3661654134.10547,347826.254683766
1983,523,526,696,872,1125,"Scotland County, NC",NCNTY37165N37165,1125,1234397827.16406,182056.992674126
1984,578,593,679,851,1177,"Swain County, NC",NCNTY37173N37173,1177,2116508719.70703,316350.649551814
1985,593,594,696,902,941,"Transylvania County, NC",NCNTY37175N37175,941,1479354175.78906,201323.768806543
1986,547,551,679,982,1080,"Tyrrell County, NC",NCNTY37177N37177,1080,1541033865.92188,355303.356469263
1987,591,595,787,1076,1382,"Harnett County, NC",NCNTY37085N37085,1382,2347323909.52344,220590.03832174
1988,546,550,727,990,1008,"Hertford County, NC",NCNTY37091N37091,1008,1428914422.17578,219959.192736999
1989,466,548,725,1029,1117,"Lavaca County, TX",NCNTY48285N48285,1117,3322048725.73047,228522.003261587
1990,532,618,708,945,963,"Lipscomb County, TX",NCNTY48295N48295,963,3723103527.43359,244433.044893248
1991,531,625,827,1061,1310,"Chaves County, NM",NCNTY35005N35005,1310,22618235511.1328,852712.554840894
1992,596,602,700,965,1019,"Cibola County, NM",NCNTY35006N35006,1019,17533739049.2852,634921.40761127
1993,580,584,772,967,1265,"Colfax County, NM",NCNTY35007N35007,1265,15175116364.6563,543680.025390206
1994,591,696,920,1271,1470,"Curry County, NM",NCNTY35009N35009,1470,5391337522.77734,331050.00139971
1995,628,632,805,1104,1319,"De Baca County, NM",NCNTY35011N35011,1319,8888813199.32813,421449.057554989
1996,608,710,939,1245,1539,"Lincoln County, NM",NCNTY35027N35027,1539,18145429351.0625,657585.937729615
1997,812,923,1123,1527,1973,"Los Alamos County, NM",NCNTY35028N35028,1973,431848854.472656,118839.971125747
1998,480,529,700,1012,1230,"Luna County, NM",NCNTY35029N35029,1230,10753245018.5859,423706.709220957
1999,621,638,730,983,987,"Wilson County, NC",NCNTY37195N37195,987,1471286373.00391,161617.010270666
2000,512,516,682,916,1085,"Yancey County, NC",NCNTY37199N37199,1085,1238719888.69922,201114.711431488
1,600,638,796,997,1076,"Altoona, PA MSA",METRO11020M11020,1076,2362046473.31641,262038.350807734
2,553,654,849,1148,1293,"Amarillo, TX HUD Metro FMR Area",METRO11100M11100,1293,14310670219.5977,478761.788860188
3,622,736,956,1198,1457,"Oldham County, TX HUD Metro FMR Area",METRO11100N48359,1457,5866701268.80078,315951.63636393
4,669,760,917,1248,1528,"Ames, IA MSA",METRO11180M11180,1528,2695256717.75391,207594.691529433
5,900,929,1140,1499,1843,"Ann Arbor, MI MSA",METRO11460M11460,1843,3417308852.03516,236897.928343709
6,457,513,676,886,1031,"Anniston-Oxford-Jacksonville, AL MSA",METRO11500M11500,1031,2300819692.66016,263417.660213646
7,566,598,774,1104,1107,"Appleton, WI MSA",METRO11540M11540,1107,5266315058.08594,371968.301054041
8,359,361,441,586,699,"Arecibo, PR HUD Metro FMR Area",METRO11640MM0470,699,620841512.037109,126364.154505344
9,355,359,417,581,665,"Quebradillas Municipio, PR HUD Metro FMR Area",METRO11640N72923,665,66956745.3798828,45866.5407162664
10,794,799,993,1356,1744,"Asheville, NC HUD Metro FMR Area",METRO11700M11700,1744,5839614624.38281,452445.232945081
11,612,735,842,1083,1398,"Haywood County, NC HUD Metro FMR Area",METRO11700N37087,1398,2175124585.49609,250038.696881946
12,622,667,785,1063,1303,"Athens-Clarke County, GA MSA",METRO12020M12020,1303,3905496197.07813,361053.055824452
13,942,966,1106,1427,1752,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",METRO12060M12060,1752,27499409962.918,1095145.11303754
14,677,681,901,1154,1533,"Butts County, GA HUD Metro FMR Area",METRO12060N13035,1533,698861028.695313,145496.386667877
15,686,690,825,1034,1247,"Haralson County, GA HUD Metro FMR Area",METRO12060N13143,1247,1064709036.21875,135884.217071965
16,597,601,732,1058,1161,"Lamar County, GA HUD Metro FMR Area",METRO12060N13171,1161,687448770.816406,124733.804170233
17,568,572,756,1093,1220,"Meriwether County, GA HUD Metro FMR Area",METRO12060N13199,1220,1867762823.9375,196286.483892908
18,739,758,868,1223,1335,"Morgan County, GA HUD Metro FMR Area",METRO12060N13211,1335,1327091567.73047,164473.878094104
19,858,1003,1279,1683,1913,"Atlantic City-Hammonton, NJ MSA",METRO12100M12100,1913,2466407561.47266,930553.25219912
20,691,697,836,1142,1468,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",METRO12260M12260,1468,12398573509.6563,719883.897683059
21,931,1086,1315,1734,2099,"Austin-Round Rock, TX MSA",METRO12420M12420,2099,14909295807.2578,562842.924552208
22,364,373,427,568,686,"Aguadilla-Isabela, PR HUD Metro FMR Area",METRO10380M10380,686,1039269829.98145,206852.477989484
23,547,627,814,1083,1285,"Auburn-Opelika, AL MSA",METRO12220M12220,1285,2253759098.96875,241597.181359848
24,547,576,660,925,1045,"Lincoln County, GA HUD Metro FMR Area",METRO12260N13181,1045,967419565.003906,177561.522938099
25,598,621,822,1064,1367,"Abilene, TX MSA",METRO10180M10180,1367,10059479479.6094,461445.842674176
26,364,373,427,535,577,"Utuado Municipio, PR HUD Metro FMR Area",METRO10380N72141,577,332335652.797852,124233.906384354
27,527,623,810,1019,1095,"Akron, OH MSA",METRO10420M10420,1095,4225172970.85547,291319.997901042
28,554,567,682,898,973,"Albany, GA MSA",METRO10500M10500,973,7010313859.59766,567405.690247409
29,646,761,1006,1453,1663,"Albany, OR MSA",METRO10540M10540,1663,11757176637.8516,599506.783504286
30,768,904,1115,1397,1507,"Albany-Schenectady-Troy, NY MSA",METRO10580M10580,1507,13849414459.1055,647689.69101356
31,563,711,877,1268,1508,"Albuquerque, NM MSA",METRO10740M10740,1508,36079921796.8125,1106845.45997081
32,499,623,777,1020,1189,"Alexandria, LA MSA",METRO10780M10780,1189,7215219228.13281,572216.347991907
33,737,887,1129,1464,1526,"Allentown-Bethlehem-Easton, PA HUD Metro FMR Area",METRO10900M10900,1526,5030721509.82422,416869.475609022
34,938,1069,1297,1625,1823,"Warren County, NJ HUD Metro FMR Area",METRO10900MM5640,1823,1644464231.88281,221499.388842869
35,931,1005,1313,1898,2306,"Anchorage, AK HUD Metro FMR Area",METRO11260M11260,2306,19232629766.75,737326.710975119
36,768,815,1078,1559,1893,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",METRO11260N02170,1893,298667818575.641,2652083.57497227
37,1104,1151,1498,2038,2045,"Western Rockingham County, NH HUD Metro FMR Area",METRO14460MM4760,2045,1127109726.09375,210095.843181311
38,909,916,1161,1595,1959,"Portsmouth-Rochester, NH HUD Metro FMR Area",METRO14460MM6450,1959,2871501278.39063,607321.543073781
39,560,663,759,951,1191,"Iberville Parish, LA HUD Metro FMR Area",METRO12940N22047,1191,2274067270.05078,256630.279816465
40,486,601,757,986,1040,"Battle Creek, MI MSA",METRO12980M12980,1040,3397597055.85156,234903.27991399
41,537,637,842,1176,1432,"Golden Valley County, MT HUD Metro FMR Area",METRO13740N30037,1432,6395145726.95703,423121.057508539
42,609,640,830,1086,1236,"Binghamton, NY MSA",METRO13780M13780,1236,5842189868.82422,414629.10915085
43,485,553,731,1030,1062,"Brown County, OH HUD Metro FMR Area",METRO17140MM1220,1062,2115202804.38672,243467.67371547
44,630,634,799,1155,1388,"Grant County, KY HUD Metro FMR Area",METRO17140MM3020,1388,1108827103.79297,148362.279397795
45,487,588,734,920,1023,"Union County, IN HUD Metro FMR Area",METRO17140N18161,1023,721865356.308594,108719.347089927
46,563,689,867,1220,1404,"Clarksville, TN-KY MSA",METRO17300M17300,1404,7069666208.33594,483930.582901226
47,513,604,799,1024,1233,"Cleveland, TN MSA",METRO17420M17420,1233,3003304869.42188,268597.637186826
48,569,678,836,1102,1158,"Cleveland-Elyria, OH MSA",METRO17460M17460,1158,9283045417.22656,548070.534956457
49,706,763,873,1154,1282,"Birmingham-Hoover, AL HUD Metro FMR Area",METRO13820M13820,1282,14431413933.7617,830566.73223845
50,517,549,628,908,1103,"Chilton County, AL HUD Metro FMR Area",METRO13820N01021,1103,2578665060.4375,248579.562824798
51,499,502,664,832,999,"Walker County, AL HUD Metro FMR Area",METRO13820N01127,999,3027909612.05078,287951.07094639
52,659,663,863,1177,1474,"Bismarck, ND HUD Metro FMR Area",METRO13900M13900,1474,19993324927.043,848915.918818398
53,654,659,860,1145,1434,"Oliver County, ND HUD Metro FMR Area",METRO13900N38065,1434,4087597477.13672,285854.016876914
54,542,546,700,877,1127,"Sioux County, ND HUD Metro FMR Area",METRO13900N38085,1127,6078579302.20703,675525.399902919
55,692,759,869,1256,1526,"Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area",METRO13980M13980,1526,1630377577.74609,224549.590688883
56,596,611,700,1001,1230,"Floyd County, VA HUD Metro FMR Area",METRO13980N51063,1230,1550463738.41406,234452.531011577
57,563,567,697,939,942,"De Witt County, IL HUD Metro FMR Area",METRO14010N17039,942,1799018778.36328,185418.775538974
58,526,529,700,877,1134,"Giles County, VA HUD Metro FMR Area",METRO13980N51071,1134,1478501727.22266,198284.406588103
59,596,611,700,943,1230,"Pulaski County, VA HUD Metro FMR Area",METRO13980N51155,1230,1343165239.30469,190939.829101801
60,585,647,846,1185,1470,"Bloomington, IL  HUD Metro FMR Area",METRO14010M14060,1470,5317802377.69922,317738.273942869
61,697,736,945,1241,1660,"Bloomington, IN HUD Metro FMR Area",METRO14020MM1020,1660,1774273632.48047,187127.797543035
62,563,606,740,994,1300,"Owen County, IN HUD Metro FMR Area",METRO14020N18119,1300,1680289496.62891,186273.017443366
63,658,663,825,1034,1298,"Columbia County, PA HUD Metro FMR Area",METRO14100N42037,1298,2234301427.10938,225010.859920614
64,689,694,904,1133,1222,"Montour County, PA HUD Metro FMR Area",METRO14100N42093,1222,602816404.394531,137724.443060011
65,560,688,872,1256,1445,"Boise City, ID HUD Metro FMR Area",METRO14260M14260,1445,54533159191.7813,1579253.3493918
66,1394,1561,1902,2383,2571,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",METRO14460MM1120,2571,8466868879.57422,2068295.84072919
67,1027,1136,1475,1853,2155,"Brockton, MA HUD Metro FMR Area",METRO14460MM1200,2155,1540011474.25391,314901.867243529
68,482,485,642,865,1128,"Allen County, KY HUD Metro FMR Area",METRO14540N21003,1128,1422165161.96484,211621.904918011
69,464,467,618,847,932,"Butler County, KY HUD Metro FMR Area",METRO14540N21031,932,1764827373.5625,258622.221523608
70,774,929,1204,1708,1975,"Bremerton-Silverdale, WA MSA",METRO14740M14740,1975,2296783519.39063,645842.549080472
71,517,608,804,1072,1107,"Gem County, ID HUD Metro FMR Area",METRO14260N16045,1107,2838025742.13672,341296.376835859
72,920,1057,1357,1700,1834,"Lawrence, MA-NH HUD Metro FMR Area",METRO14460MM4160,1834,2181727244.45313,259704.080882425
73,1026,1179,1514,1897,2047,"Lowell, MA HUD Metro FMR Area",METRO14460MM4560,2047,1098925671.71484,180621.879303797
74,1130,1242,1516,2126,2384,"Boulder, CO MSA",METRO14500M14500,2384,3280639741.62109,290404.930210381
75,603,615,781,1037,1368,"Bowling Green, KY HUD Metro FMR Area",METRO14540M14540,1368,3487084668.625,290012.901889251
76,858,1032,1293,1631,2028,"Bridgeport, CT HUD Metro FMR Area",METRO14860MM1160,2028,805370588.300781,187217.432037593
77,1211,1517,1885,2404,2752,"Stamford-Norwalk, CT HUD Metro FMR Area",METRO14860MM8040,2752,976301475.554688,423743.22619824
78,559,563,718,964,1104,"Brownsville-Harlingen, TX MSA",METRO15180M15180,1104,3061890050.9082,923113.093433159
79,633,637,793,1114,1142,"Brunswick, GA MSA",METRO15260M15260,1142,4788019690.70898,987000.597585415
80,1017,1253,1583,1983,2498,"Danbury, CT HUD Metro FMR Area",METRO14860MM1930,2498,1180069374.45313,193896.050932746
81,671,695,838,1050,1204,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",METRO15380M15380,1204,7598112353.48047,584141.563924126
82,700,711,926,1334,1587,"Bakersfield, CA MSA",METRO12540M12540,1587,31845291657.4141,861998.905614326
83,862,1074,1342,1732,1992,"Baltimore-Columbia-Towson, MD MSA",METRO12580M12580,1992,11415920429.5234,2930077.83866672
84,690,784,996,1248,1749,"Bangor, ME HUD Metro FMR Area",METRO12620MM0730,1749,2021963918.11328,582566.759017328
85,659,662,876,1098,1184,"Penobscot County, ME (part) HUD Metro FMR Area",METRO12620N23019,1184,16665831586.6797,1328607.69065522
86,979,1152,1524,1931,2101,"Barnstable Town, MA MSA",METRO12700M12700,2101,1924499731.41406,1023528.65087901
87,719,849,981,1259,1567,"Baton Rouge, LA HUD Metro FMR Area",METRO12940M12940,1567,12458816382.6328,564596.622918883
88,495,583,771,1022,1073,"Bay City, MI MSA",METRO13020M13020,1073,2221755509.125,304392.368625565
89,647,745,920,1187,1310,"Beaumont-Port Arthur, TX HUD Metro FMR Area",METRO13140M13140,1310,7863249186.45313,521394.184632263
90,494,568,700,987,991,"Newton County, TX HUD Metro FMR Area",METRO13140N48351,991,3308417086.43359,420311.163747461
91,503,506,632,862,977,"Fayette County, WV HUD Metro FMR Area",METRO13220N54019,977,2794270595.94922,289863.127599665
92,747,811,1058,1530,1858,"Bellingham, WA MSA",METRO13380M13380,1858,12916020087.7188,800508.181717458
93,742,884,1071,1540,1881,"Bend-Redmond, OR MSA",METRO13460M13460,1881,15250932721.6172,738197.226761618
94,578,680,900,1262,1547,"Billings, MT HUD Metro FMR Area",METRO13740M13740,1547,24945821924.7695,1167676.39583151
95,808,894,1144,1654,1921,"Chico, CA MSA",METRO17020M17020,1921,7340048384.98047,525316.43061121
96,584,670,884,1223,1414,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",METRO17140M17140,1414,14298708299.9727,680778.987357344
97,543,579,766,1108,1345,"Elizabethtown, KY HUD Metro FMR Area",METRO21060M21060,1345,3699050674.83203,412713.453688462
98,678,696,836,1069,1330,"Champaign-Urbana, IL MSA",METRO16580M16580,1330,8558944101.92188,524453.996509821
99,527,671,821,1029,1184,"Charleston, WV HUD Metro FMR Area",METRO16620M16620,1184,5295404409.38281,477074.023987933
100,415,504,646,811,873,"Boone County, WV HUD Metro FMR Area",METRO16620N54005,873,2103504325.28125,328431.639537524
101,818,967,1118,1479,1938,"Charleston-North Charleston, SC MSA",METRO16700M16700,1938,10258488137.7676,1828406.54343561
102,875,897,1028,1388,1779,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",METRO16740M16740,1779,10130427299.7461,594714.251941319
103,743,763,873,1153,1533,"Iredell County, NC HUD Metro FMR Area",METRO16740N37097,1533,2357387997.55469,240126.216402848
104,660,664,783,1072,1375,"Lincoln County, NC HUD Metro FMR Area",METRO16740N37109,1375,1202077384.80078,169956.552444548
105,621,673,838,1112,1133,"Rowan County, NC HUD Metro FMR Area",METRO16740N37159,1133,2057698320.90625,213502.182583001
106,526,529,700,941,1072,"Chester County, SC HUD Metro FMR Area",METRO16740N45023,1072,2251031695.94922,212060.931084782
107,505,626,796,1076,1098,"Lancaster County, SC HUD Metro FMR Area",METRO16740N45057,1098,2131458428.64063,312624.880431994
108,851,1146,1325,1660,2013,"Charlottesville, VA HUD Metro FMR Area",METRO16820M16820,2013,6916299799.96094,537507.039452715
