OBJECTID,FMR_0BDR,FMR_1BDR,FMR_2BDR,FMR_3BDR,FMR_4BDR,FMR_AREANAME,FMR_CODE,FMR_4PLUSBDR,Shape__Area,Shape__Length
731,744,754,874,1240,1339,"Lake County, CO",NCNTY08065N08065,1339,1658054085.35938,213003.541227666
732,832,901,1034,1495,1643,"La Plata County, CO",NCNTY08067N08067,1643,6966937429.79688,370590.389025594
733,443,486,618,840,983,"Martin County, KY",NCNTY21159N21159,983,958279568.25,191160.294081877
734,524,528,698,1009,1078,"Pope County, AR",NCNTY05115N05115,1078,3249339375.86719,264622.005894978
735,481,491,650,814,946,"Prairie County, AR",NCNTY05117N05117,946,2602956595.90234,327775.455995285
736,481,491,650,814,946,"Randolph County, AR",NCNTY05121N05121,946,2623812789.44922,271489.808432796
737,443,491,650,940,1142,"St. Francis County, AR",NCNTY05123N05123,1142,2487167789.36719,245127.601455123
738,488,491,650,814,946,"Scott County, AR",NCNTY05127N05127,946,3462742502.92188,286604.253722416
739,481,495,650,926,946,"Searcy County, AR",NCNTY05129N05129,946,2645113891.72656,227627.006687774
740,418,503,650,814,946,"Sevier County, AR",NCNTY05133N05133,946,2195881009.50391,303722.131266124
741,418,491,650,874,979,"Sharp County, AR",NCNTY05135N05135,979,2414725516.73828,273067.634521807
742,481,491,650,814,879,"Stone County, AR",NCNTY05137N05137,879,2408193663.99219,255403.784405485
743,553,568,650,867,1125,"Union County, AR",NCNTY05139N05139,1125,3911364281.28516,360654.533158293
744,481,491,650,814,879,"Van Buren County, AR",NCNTY05141N05141,879,2842280686.28516,249804.293889219
745,510,536,689,962,1190,"White County, AR",NCNTY05145N05145,1190,4057068725.57031,414947.392539905
746,429,508,650,814,879,"Woodruff County, AR",NCNTY05147N05147,879,2308650126.74219,320421.339522284
747,657,734,965,1378,1551,"Alpine County, CA",NCNTY06003N06003,1551,3155871783.125,275146.534679542
748,814,819,1084,1567,1789,"Amador County, CA",NCNTY06005N06005,1789,2562742116.1875,358391.71913575
749,490,540,662,873,1082,"Hot Spring County, AR",NCNTY05059N05059,1082,2367987984.15625,266708.407624039
750,433,493,650,818,1007,"Howard County, AR",NCNTY05061N05061,1007,2253731952.19531,298680.960805477
751,488,491,650,814,908,"Independence County, AR",NCNTY05063N05063,908,3039679681.78125,280876.844638304
752,481,491,650,863,879,"Izard County, AR",NCNTY05065N05065,879,2321274620.21094,232289.474724635
753,436,491,650,814,994,"Jackson County, AR",NCNTY05067N05067,994,2518634139.8125,296755.292944659
754,504,507,671,854,1037,"Johnson County, AR",NCNTY05071N05071,1037,2678479725.75781,256206.294072539
755,481,540,650,854,1080,"Lafayette County, AR",NCNTY05073N05073,1080,2023627024.38672,288584.791201672
756,481,510,650,870,1044,"Lawrence County, AR",NCNTY05075N05075,1044,2351248173.24609,258235.316071217
757,481,491,650,940,1071,"Lee County, AR",NCNTY05077N05077,1071,2384134539.13281,300139.606046192
758,481,534,650,826,879,"Logan County, AR",NCNTY05083N05083,879,2845039597.53125,319811.746146739
759,452,528,650,821,1142,"Marion County, AR",NCNTY05089N05089,1142,2556348260.17578,264652.566155532
760,635,639,845,1185,1239,"Las Animas County, CO",NCNTY08071N08071,1239,19589857823.6602,659770.272514069
761,591,595,787,1043,1382,"Lincoln County, CO",NCNTY08073N08073,1382,11104062710.0156,501358.497014267
762,656,660,791,1144,1289,"Logan County, CO",NCNTY08075N08075,1289,8328217271.79297,372605.001235495
763,707,712,898,1233,1376,"Mineral County, CO",NCNTY08079N08079,1376,3634932567.68359,263011.901353996
764,690,708,810,1129,1418,"Moffat County, CO",NCNTY08081N08081,1418,21379240311.9688,615414.053381527
765,618,622,785,1129,1379,"Montezuma County, CO",NCNTY08083N08083,1379,8373117309.98047,399580.54769984
766,662,666,881,1210,1214,"Montrose County, CO",NCNTY08085N08085,1214,9473059716.14453,544414.161715573
767,562,605,800,1044,1176,"Morgan County, CO",NCNTY08087N08087,1176,5761092874.34766,304907.116563001
768,597,601,795,996,1218,"Otero County, CO",NCNTY08089N08089,1218,5290582907.71094,335339.7727906
769,767,908,1194,1554,1829,"Ouray County, CO",NCNTY08091N08091,1829,2274898245.6875,272014.458190189
770,554,558,738,925,1128,"Phillips County, CO",NCNTY08095N08095,1128,3093604381.17188,227613.537140848
771,1108,1304,1725,2323,2332,"Pitkin County, CO",NCNTY08097N08097,2332,4205166110.59766,359762.965966856
772,596,603,700,970,1133,"Prowers County, CO",NCNTY08099N08099,1133,6861686452.90234,333286.086235322
773,667,671,847,1141,1145,"Rio Blanco County, CO",NCNTY08103N08103,1145,14232465433.6367,615827.732100795
774,596,611,700,1012,1105,"Rio Grande County, CO",NCNTY08105N08105,1105,3769049149.29297,271389.686272221
775,967,974,1288,1853,1973,"Routt County, CO",NCNTY08107N08107,1973,10614267892.2891,531639.518921254
776,526,529,700,1012,1042,"Saguache County, CO",NCNTY08109N08109,1042,13273864066.4336,529063.589275803
777,859,864,1115,1397,1708,"San Juan County, CO",NCNTY08111N08111,1708,1612112040.14844,208690.173373152
778,939,1105,1461,1960,2250,"San Miguel County, CO",NCNTY08113N08113,2250,5384672979.99609,408586.422601036
779,526,529,700,877,1046,"Sedgwick County, CO",NCNTY08115N08115,1046,2491466066.27344,208233.833051971
780,1099,1107,1464,1834,2243,"Summit County, CO",NCNTY08117N08117,2243,2707617573.22266,324851.635149526
781,610,625,716,897,1097,"Washington County, CO",NCNTY08121N08121,1097,11143614235.1133,459477.62412263
782,529,532,704,1017,1074,"Yuma County, CO",NCNTY08125N08125,1074,10468052685.7852,420121.361080132
783,733,891,1141,1449,1542,"Litchfield County, CT",NCNTY09005N09005,1542,4404605521.85156,309923.157770887
784,591,606,694,983,1164,"Bradford County, FL",NCNTY12007N12007,1164,1040178208.49023,192395.501414419
785,611,653,809,1076,1123,"Columbia County, FL",NCNTY12023N12023,1123,2788834378.21289,319666.020704374
786,557,561,742,1037,1150,"DeSoto County, FL",NCNTY12027N12027,1150,2101431370.27344,187212.811603988
787,591,606,694,886,1014,"Dixie County, FL",NCNTY12029N12029,1014,2451835554.28516,614382.557282304
788,637,689,789,1051,1386,"Franklin County, FL",NCNTY12037N12037,1386,1915171543.13086,765106.29669433
789,591,606,694,948,1012,"Hamilton County, FL",NCNTY12047N12047,1012,1816586309.80273,268563.581287872
790,633,799,930,1345,1634,"Calaveras County, CA",NCNTY06009N06009,1634,4356111029.65625,366246.531226142
791,591,606,694,1003,1085,"Calhoun County, FL",NCNTY12013N12013,1085,2006230684.54492,222799.201524726
792,584,587,777,974,1050,"Glades County, FL",NCNTY12043N12043,1050,3229913705.85547,267584.239357757
793,591,606,694,1003,1167,"Hardee County, FL",NCNTY12049N12049,1167,2109211909.61719,186940.069519461
794,649,653,790,1056,1110,"Hendry County, FL",NCNTY12051N12051,1110,3866763466.12305,325324.928307063
795,473,540,650,894,1006,"Yell County, AR",NCNTY05149N05149,1006,3671231102.81641,348298.193101184
796,608,736,893,1291,1569,"Colusa County, CA",NCNTY06011N06011,1569,4990945281.64844,385131.164453102
797,643,749,945,1312,1516,"Del Norte County, CA",NCNTY06015N06015,1516,4719313086.30469,396234.822555113
798,569,632,836,1047,1130,"Glenn County, CA",NCNTY06021N06021,1130,5796083561.32031,396600.422948296
799,665,765,998,1443,1660,"Humboldt County, CA",NCNTY06023N06023,1660,16162708130.6328,811604.252627116
800,772,776,929,1251,1256,"Inyo County, CA",NCNTY06027N06027,1256,41087706433.5664,1058043.19300055
801,617,735,960,1388,1517,"Lake County, CA",NCNTY06033N06033,1517,5725324079.85547,465754.704894167
802,577,641,848,1226,1356,"Lassen County, CA",NCNTY06035N06035,1356,21275684545.5703,776720.908926259
803,662,736,973,1337,1709,"Mariposa County, CA",NCNTY06043N06043,1709,6042950668.14063,426895.513526005
804,742,815,1078,1527,1735,"Mendocino County, CA",NCNTY06045N06045,1735,15272263029.2852,772031.01925589
805,476,529,700,1012,1125,"Modoc County, CA",NCNTY06049N06049,1125,19478267190.9531,566252.671275571
806,803,945,1250,1606,2009,"Mono County, CA",NCNTY06051N06051,2009,13063087333.7891,694041.013751236
807,778,916,1211,1751,1978,"Nevada County, CA",NCNTY06057N06057,1978,4217477010.51172,431747.750957151
808,612,744,899,1181,1327,"Plumas County, CA",NCNTY06063N06063,1327,11549992804.3516,656815.441513847
809,881,984,1294,1848,2079,"Sierra County, CA",NCNTY06091N06091,2079,4200495382.125,374047.326967396
810,540,635,840,1156,1349,"Siskiyou County, CA",NCNTY06093N06093,1349,29416231495.5703,895238.521155262
811,599,633,837,1142,1151,"Tehama County, CA",NCNTY06103N06103,1151,13137277079.1055,622556.30022018
812,575,639,845,1222,1358,"Trinity County, CA",NCNTY06105N06105,1358,14448196589.1875,801239.541073654
813,660,797,992,1365,1616,"Tuolumne County, CA",NCNTY06109N06109,1616,9509333337.53125,627095.833425217
814,662,666,791,1052,1212,"Alamosa County, CO",NCNTY08003N08003,1212,2987372228.58203,224520.672339721
815,752,756,954,1251,1479,"Archuleta County, CO",NCNTY08007N08007,1479,5542604942.72656,332833.363866933
816,596,604,700,1012,1230,"Baca County, CO",NCNTY08009N08009,1230,10491765681.0078,413539.235570222
817,623,627,752,957,1016,"Bent County, CO",NCNTY08011N08011,1016,6430477633.67188,323511.412727852
818,559,760,870,1172,1176,"Chaffee County, CO",NCNTY08015N08015,1176,4328170645.96094,385895.820060203
819,526,529,700,877,968,"Cheyenne County, CO",NCNTY08017N08017,968,7613783535.89453,373374.915414258
820,560,564,700,905,946,"Conejos County, CO",NCNTY08021N08021,946,5279310553.75391,330784.368113821
821,563,567,715,896,1095,"Costilla County, CO",NCNTY08023N08023,1095,5042034631.83594,325993.281575142
822,645,662,758,950,1025,"Crowley County, CO",NCNTY08025N08025,1025,3373335688.92578,243587.554136748
823,586,590,744,1027,1307,"Custer County, CO",NCNTY08027N08027,1307,3100442449.03516,290705.246409204
824,920,1120,1432,1794,2092,"Eagle County, CO",NCNTY08037N08037,2092,7395744791.61328,389703.437058559
825,681,801,1060,1434,1624,"Grand County, CO",NCNTY08049N08049,1624,8286163433.85547,525741.832012566
826,750,755,913,1272,1604,"Gunnison County, CO",NCNTY08051N08051,1604,13869007742.125,669155.748511954
827,588,735,841,1155,1288,"Hinsdale County, CO",NCNTY08053N08053,1288,4669686628.82031,359038.527863651
828,496,499,660,954,1035,"Treutlen County, GA",NCNTY13283N13283,1035,737745421.21875,139084.553917329
829,620,624,796,1127,1154,"Troup County, GA",NCNTY13285N13285,1154,1647803527.24219,173785.648878613
830,523,526,660,827,1159,"Turner County, GA",NCNTY13287N13287,1159,1041128201.7207,155435.468297805
831,533,537,673,843,1121,"Union County, GA",NCNTY13291N13291,1121,1267771475.36328,201484.56444052
832,496,499,660,926,1159,"Warren County, GA",NCNTY13301N13301,1159,1068408688.52344,202119.3561919
833,562,576,660,925,929,"Washington County, GA",NCNTY13303N13303,929,2525082900.66406,260851.825613359
834,493,550,727,970,1055,"Logan County, IL",NCNTY17107N17107,1055,2745083783.33203,219768.142891331
835,483,567,713,893,1060,"McDonough County, IL",NCNTY17109N17109,1060,2643009649.42969,205703.742135656
836,462,527,697,926,980,"Marion County, IL",NCNTY17121N17121,980,2449872328.30078,199051.03898523
837,505,563,745,933,1007,"Mason County, IL",NCNTY17125N17125,1007,2507253211.4375,332897.095453973
838,540,627,796,997,1086,"Massac County, IL",NCNTY17127N17127,1086,989436953.113281,145282.832214801
839,523,557,697,873,978,"Montgomery County, IL",NCNTY17135N17135,978,3067480037.11719,275864.197229218
840,465,547,724,967,979,"Morgan County, IL",NCNTY17137N17137,979,2508279896.89453,246835.698297709
841,524,595,697,942,1063,"Moultrie County, IL",NCNTY17139N17139,1063,1506441702.26563,174895.526206501
842,492,579,766,1010,1135,"Ogle County, IL",NCNTY17141N17141,1135,3585661805.64844,267439.638413554
843,502,524,693,868,951,"Monroe County, IA",NCNTY19135N19135,951,1978370561.30078,179596.60803094
844,481,502,664,894,898,"Montgomery County, IA",NCNTY19137N19137,898,1936189386.98828,177889.183350249
845,548,645,853,1090,1291,"Muscatine County, IA",NCNTY19139N19139,1291,2074616911.58984,202375.630499064
846,481,502,664,928,931,"O'Brien County, IA",NCNTY19141N19141,931,2784275429.20313,210985.117349762
847,481,502,664,863,911,"Osceola County, IA",NCNTY19143N19143,911,1958908963.58594,180118.068502181
848,481,509,664,885,1104,"Page County, IA",NCNTY19145N19145,1104,2418306641.58203,200287.890519503
849,481,502,664,895,1046,"Palo Alto County, IA",NCNTY19147N19147,1046,2765717947.85938,210352.145162206
850,481,526,664,888,898,"Pocahontas County, IA",NCNTY19151N19151,898,2779551867.16797,210850.748689001
851,516,547,713,897,1083,"Poweshiek County, IA",NCNTY19157N19157,1083,2723738118.12891,209813.06394348
852,481,538,664,908,911,"Ringgold County, IA",NCNTY19159N19159,911,2433199140.27734,197287.553871028
853,481,524,664,940,985,"Sac County, IA",NCNTY19161N19161,985,2747181333.92969,223890.752876522
854,493,515,681,932,957,"Shelby County, IA",NCNTY19165N19165,957,2748197206.03516,221843.092454295
855,483,504,667,919,946,"Sioux County, IA",NCNTY19167N19167,946,3735553315.40234,302702.097741912
856,490,526,696,872,941,"Tama County, IA",NCNTY19171N19171,941,3397428716.24219,234682.826424452
857,548,576,660,827,951,"Dooly County, GA",NCNTY13093N13093,951,1439846116.75781,167815.700760168
858,480,576,660,934,1035,"Early County, GA",NCNTY13099N13099,1035,1838273522.60352,229250.231159592
859,530,534,660,877,1040,"Elbert County, GA",NCNTY13105N13105,1040,1417705271.09766,195016.589750961
860,528,531,660,860,1011,"Emanuel County, GA",NCNTY13107N13107,1011,2525212396.33984,285230.962307888
861,443,467,618,774,835,"Menifee County, KY",NCNTY21165N21165,835,858972313.914063,162418.192513714
862,473,540,618,791,866,"Morgan County, KY",NCNTY21175N21175,866,1600056545.37109,275290.98345507
863,443,497,618,774,867,"Muhlenberg County, KY",NCNTY21177N21177,867,1961429273.89453,319711.711424002
864,500,528,698,1002,1006,"Nelson County, KY",NCNTY21179N21179,1006,1762485438.84375,328667.694493117
865,443,498,618,840,885,"Ohio County, KY",NCNTY21183N21183,885,2456299005.44922,289698.79454169
866,523,538,694,870,1219,"Holmes County, FL",NCNTY12059N12059,1219,1724610391.13477,208607.976741219
867,446,606,694,955,964,"Jackson County, FL",NCNTY12063N12063,964,3361460058.24414,263652.90269505
868,591,606,694,1003,1219,"Lafayette County, FL",NCNTY12067N12067,1219,1897935588.18359,223429.675313923
869,524,527,694,950,1067,"Levy County, FL",NCNTY12075N12075,1067,3878338519.37109,1017247.13782036
870,591,606,694,872,1013,"Liberty County, FL",NCNTY12077N12077,1013,2935604900.10547,359492.27657803
871,470,606,694,907,1006,"Madison County, FL",NCNTY12079N12079,1006,2502136832.70313,255989.355119847
872,1054,1240,1640,2157,2761,"Monroe County, FL",NCNTY12087N12087,2761,3343954374.04102,3847484.51267668
873,651,655,775,1049,1123,"Okeechobee County, FL",NCNTY12093N12093,1123,2941399835.48633,315392.459414445
874,603,618,708,932,957,"Putnam County, FL",NCNTY12107N12107,957,2843267724.44141,268513.635107418
875,591,606,694,1003,1208,"Suwannee County, FL",NCNTY12121N12121,1208,2408068181.15625,257790.008935747
876,591,606,694,1003,1006,"Taylor County, FL",NCNTY12123N12123,1006,3637691844.50781,514975.804970506
877,591,606,694,904,1172,"Union County, FL",NCNTY12125N12125,1172,866150068.623047,147987.729646424
878,521,525,694,1003,1219,"Washington County, FL",NCNTY12133N12133,1219,2160766800.13867,279161.636219629
879,523,526,660,931,1159,"Appling County, GA",NCNTY13001N13001,1159,1840262874.64453,248133.468820468
880,496,499,660,929,1035,"Atkinson County, GA",NCNTY13003N13003,1035,1225969985.49414,199063.80455635
881,549,552,660,845,1159,"Bacon County, GA",NCNTY13005N13005,1159,1022510735.80859,154462.180809189
882,621,623,730,928,987,"Baldwin County, GA",NCNTY13009N13009,987,992219941.355469,188520.280380338
883,576,590,676,907,1009,"Banks County, GA",NCNTY13011N13011,1009,891043712.066406,127030.988747359
884,496,499,660,915,1035,"Ben Hill County, GA",NCNTY13017N13017,1035,912357548.558594,169196.1374816
885,496,499,660,923,1159,"Berrien County, GA",NCNTY13019N13019,1159,1628400214.43555,229847.713254676
886,523,526,660,860,1035,"Bleckley County, GA",NCNTY13023N13023,1035,799013509.847656,135114.538419979
887,530,582,712,1029,1251,"Bulloch County, GA",NCNTY13031N13031,1251,2508963514.01953,271698.891151915
888,496,499,660,879,1035,"Calhoun County, GA",NCNTY13037N13037,1035,1013894457.875,177374.922041182
889,709,713,865,1172,1480,"Camden County, GA",NCNTY13039N13039,1480,2306198912.75195,576554.538802444
890,496,499,660,954,1045,"Candler County, GA",NCNTY13043N13043,1045,906659442.994141,126104.065732944
891,523,526,660,889,1035,"Charlton County, GA",NCNTY13049N13049,1035,2754478307.06836,367876.363524411
892,496,499,660,895,1144,"Chattooga County, GA",NCNTY13055N13055,1144,1197872434.41797,157055.547003112
893,509,553,732,917,989,"Fountain County, IN",NCNTY18045N18045,989,1764283544.21094,186556.915324751
894,455,535,708,887,1017,"Franklin County, IN",NCNTY18047N18047,1017,1699088990.23047,177882.221370658
895,479,601,688,862,930,"Fulton County, IN",NCNTY18049N18049,930,1692215268.84375,193431.943901971
896,586,594,688,882,930,"Gibson County, IN",NCNTY18051N18051,930,2103174424.19922,299625.622475662
897,500,558,688,929,995,"Grant County, IN",NCNTY18053N18053,995,1861278845.16016,173205.176713206
898,473,567,688,862,1208,"Greene County, IN",NCNTY18055N18055,1208,2346798801.33984,199882.738746435
899,493,553,688,926,958,"Henry County, IN",NCNTY18065N18065,958,1741271086.69531,172013.557313488
900,486,557,688,946,966,"Huntington County, IN",NCNTY18069N18069,966,1755835039.69531,171258.583085935
901,517,602,743,1021,1188,"Jackson County, IN",NCNTY18071N18071,1188,2201151151.31641,252707.226707833
902,479,520,688,906,930,"Jay County, IN",NCNTY18075N18075,930,1719260551.89844,169101.833245325
903,504,548,725,956,980,"Jennings County, IN",NCNTY18079N18079,980,1624847956.04688,194523.774126261
904,540,544,719,968,972,"Knox County, IN",NCNTY18083N18083,972,2231116864.71094,410460.950020438
905,529,610,738,977,1012,"Kosciusko County, IN",NCNTY18085N18085,1012,2542076909.99609,211451.005702674
906,479,560,688,955,1208,"LaGrange County, IN",NCNTY18087N18087,1208,1794904156.51172,172712.908876971
907,474,540,714,895,1253,"Lawrence County, IN",NCNTY18093N18093,1253,1932253068.21875,179213.878266343
908,504,547,692,919,1022,"Marshall County, IN",NCNTY18099N18099,1022,2067159777.56641,182339.44946786
909,479,556,688,969,1208,"Martin County, IN",NCNTY18101N18101,1208,1449970749.74219,168505.23183061
910,479,601,688,957,1208,"Miami County, IN",NCNTY18103N18103,1208,1705818115.88672,194528.087157296
911,490,508,672,854,973,"Cloud County, KS",NCNTY20029N20029,973,3125466362.3125,225637.414558009
912,490,508,672,842,979,"Comanche County, KS",NCNTY20033N20033,979,3228716132.90234,227645.560525738
